0,176,241,305
0,296,348,153
0,393,339,130
0,267,248,354
0,357,391,290
0,265,390,123
0,225,163,197
0,347,267,233
0,325,149,328
0,310,143,372
0,173,285,296
0,335,258,158
0,369,321,273
0,166,205,295
0,347,153,139
0,258,145,155
0,177,238,322
0,328,298,382
0,133,160,144
0,371,144,152
0,231,393,253
0,387,127,253
0,347,103,250
0,196,166,147
0,384,261,164
0,320,356,127
0,371,345,202
0,377,367,320
0,400,380,379
0,174,357,200
0,242,339,360
0,248,115,330
0,202,253,323
0,195,239,285
0,358,102,205
0,135,141,181
0,129,118,207
0,118,213,355
0,387,181,327
0,159,348,369
0,177,180,296
0,209,231,198
0,102,202,148
0,225,234,229
0,141,371,377
0,269,319,191
0,285,188,280
0,233,171,325
0,302,256,169
0,266,127,335
0,274,222,109
0,112,132,203
0,207,376,219
0,328,388,234
0,226,351,362
0,271,219,338
0,376,249,221
0,196,388,140
0,313,113,165
0,393,316,196
0,237,203,383
0,129,342,342
0,302,109,354
0,319,366,241
0,354,387,100
0,319,236,117
0,253,225,256
0,255,162,312
0,332,177,273
0,242,288,321
0,363,347,246
0,209,144,107
0,389,126,373
0,183,180,282
0,303,167,322
0,186,150,149
0,132,137,184
0,237,384,166
0,339,305,210
0,240,269,128
0,114,391,304
0,269,205,149
0,172,351,257
0,326,201,371
0,260,100,176
0,210,155,291
0,245,281,272
0,375,193,295
0,275,198,164
0,379,127,160
0,145,231,275
0,142,143,294
0,234,295,277
0,158,363,126
0,153,301,308
0,204,298,151
0,356,146,186
0,341,100,145
0,317,246,184
0,349,137,225
0,293,302,310
0,271,200,278
0,286,252,140
0,209,158,359
0,156,285,163
0,183,222,199
0,335,252,191
0,380,225,326
0,272,211,365
0,225,311,332
0,316,281,189
0,245,328,184
0,101,366,157
0,219,295,259
0,253,312,386
0,293,326,321
0,244,332,315
0,171,154,109
0,207,339,133
0,111,272,320
0,138,148,369
0,102,385,144
0,353,193,287
0,139,362,305
0,294,145,138
0,258,332,182
0,397,185,127
0,157,168,333
0,225,331,100
0,187,242,180
0,352,357,196
0,348,210,265
0,336,164,395
0,288,237,364
0,309,278,275
0,266,169,271
0,176,279,205
0,353,277,105
0,280,397,317
0,124,139,382
0,315,232,324
0,147,213,330
0,371,111,251
0,247,124,351
0,393,287,316
0,210,163,101
0,228,190,379
0,333,367,356
0,380,361,298
0,248,101,216
0,155,353,206
0,370,214,125
0,196,192,137
0,329,285,196
0,357,165,262
0,310,172,324
0,335,107,367
0,311,144,310
0,389,217,369
0,307,187,155
0,374,293,350
0,365,260,363
0,344,274,291
0,189,217,265
0,104,301,361
0,235,191,362
0,282,123,380
0,174,204,291
0,201,276,384
0,227,382,165
0,325,250,326
0,239,352,225
0,303,230,173
0,147,129,361
0,307,137,225
0,265,222,334
0,390,362,337
0,295,196,312
0,206,129,115
0,257,220,342
0,162,114,366
0,226,129,119
0,348,200,369
0,199,291,263
0,299,343,118
0,265,134,301
0,309,190,237
0,294,197,355
0,320,169,247
0,237,199,184
0,135,307,167
0,320,389,114
0,160,115,145
0,279,296,141
0,139,309,219
0,158,138,163
0,249,170,116
0,391,384,237
0,238,344,378
1,367,286,746
1,259,164,699
1,379,118,738
1,357,161,760
1,283,301,898
1,372,296,751
1,274,160,775
1,315,326,801
1,155,159,695
1,336,324,738
1,360,393,682
1,191,325,724
1,345,287,802
1,386,334,848
1,104,227,636
1,329,155,831
1,243,313,787
1,143,131,712
1,393,373,679
1,140,384,823
1,139,376,747
1,338,125,881
1,381,167,651
1,215,358,736
1,221,270,676
1,297,180,690
1,289,124,760
1,382,293,727
1,282,272,716
1,269,208,895
1,126,378,793
1,220,282,623
1,384,275,828
1,151,369,862
1,241,117,677
1,355,154,806
1,288,359,681
1,146,319,800
1,184,313,796
1,326,176,673
1,335,274,861
1,254,228,649
1,116,321,892
1,357,165,717
1,127,256,610
1,183,311,792
1,274,358,884
1,301,262,728
1,307,379,639
1,277,239,820
1,251,115,669
1,284,291,611
1,391,292,779
1,215,153,884
1,113,254,705
1,276,150,887
1,324,355,722
1,221,351,894
1,161,255,881
1,399,285,614
1,169,124,711
1,278,127,667
1,257,137,726
1,103,163,850
1,391,262,826
1,135,357,892
1,151,356,813
1,270,315,648
1,272,202,761
1,358,357,636
1,370,316,733
1,378,248,894
1,127,202,813
1,310,144,672
1,356,119,730
1,295,128,700
1,373,179,806
1,212,280,792
1,152,274,873
1,147,146,861
1,140,255,775
1,185,145,856
1,212,144,700
1,133,204,627
1,240,352,638
1,268,163,621
1,371,195,747
1,268,370,872
1,276,110,687
1,393,343,778
1,183,352,822
1,282,285,856
1,106,264,860
1,189,376,896
1,264,228,672
1,346,261,822
1,190,157,789
1,244,112,821
1,388,118,857
