6,758,644,213
6,726,717,173
6,593,562,148
6,586,781,248
6,680,710,155
6,763,759,104
6,622,728,280
6,756,562,185
6,717,777,61
6,562,697,256
6,615,761,289
6,665,708,67
6,634,573,205
6,721,652,143
6,786,637,196
6,552,670,239
6,785,780,126
6,671,785,117
6,647,579,239
6,643,622,142
6,767,762,246
6,755,574,88
6,717,669,245
6,773,667,287
6,594,760,169
6,779,599,119
6,669,611,194
6,683,720,270
6,794,671,273
6,714,601,113
6,585,759,268
6,552,748,92
6,721,667,83
6,564,563,244
6,721,799,221
6,567,683,155
6,743,787,259
6,571,578,280
6,718,578,237
6,572,578,177
6,620,708,254
6,798,778,289
6,601,766,284
6,656,771,269
6,755,777,53
6,574,754,163
6,668,610,52
6,551,665,65
6,605,710,248
6,786,592,225
6,654,676,215
6,646,684,223
6,633,617,239
6,776,650,245
6,621,612,190
6,788,671,135
6,615,655,70
6,703,671,136
6,578,607,179
6,616,686,148
6,713,751,89
6,761,780,218
6,619,791,55
6,752,788,114
6,563,757,120
6,584,669,182
6,643,690,261
6,731,586,236
6,691,676,235
6,589,752,273
6,744,615,51
6,608,661,283
6,746,634,193
6,615,579,271
6,626,732,59
6,666,572,297
6,598,757,90
6,794,725,283
6,607,709,131
6,565,627,110
6,642,750,154
6,564,572,171
6,633,704,246
6,603,568,94
6,766,641,217
6,670,562,264
6,648,602,127
6,648,564,155
6,728,796,107
6,576,617,59
6,607,700,157
6,750,777,148
6,621,761,274
6,602,729,239
6,608,800,288
6,680,797,85
6,732,734,262
6,618,777,297
6,597,762,56
6,609,629,266
6,600,633,131
6,646,583,281
6,705,609,189
6,763,708,184
6,796,792,92
6,670,787,102
6,721,748,238
6,695,682,87
6,750,555,128
6,790,624,58
6,676,569,182
6,557,757,70
6,613,794,116
6,663,730,250
6,752,764,109
6,635,766,270
6,617,748,262
6,698,740,242
6,755,720,271
6,615,701,144
6,701,662,62
6,609,699,286
6,777,727,281
6,638,727,78
6,715,718,82
6,664,675,147
6,599,792,294
6,648,754,165
6,762,603,254
6,690,625,204
6,770,776,80
6,575,772,240
6,709,728,193
6,638,750,106
6,638,738,123
6,592,764,181
6,651,746,150
6,610,786,248
6,661,673,259
6,699,792,217
6,666,642,158
6,559,574,217
6,647,732,210
6,740,599,64
6,600,729,187
6,757,709,249
6,786,732,102
6,749,792,281
6,697,727,265
6,653,636,292
6,666,595,241
